Area_Code,Country_Origin,Year,AsylumSeekersNumber,InternationalMigrantStock_Percentage,InternationalMigrantStock_BothSexesNumber,InternationalMigrantStock_FemalePercentage,InternationalMigrantStock_MalePercentage,OtherOfConcernToUNHCR,TotalPopulationOfConcern,TotalRefugees
1,"Total, all countries or areas",2005,,2.929,191615574.0,2.8888,2.9686,,,
1,"Total, all countries or areas",2010,,3.1736,220781909.0,3.0941,3.2517,,,
1,"Total, all countries or areas",2015,2343919.0,3.3722,248861296.0,3.2794,3.4634,40518150.0,57959702.0,15097633.0
1,"Total, all countries or areas",2019,3727291.0,3.5217,271642105.0,3.4032,3.6381,55432149.0,79391372.0,20231932.0
2,Africa,2005,,1.7431,15969835.0,1.5894,1.8979,,,
2,Africa,2010,,1.7131,17804198.0,1.5856,1.8412,,,
2,Africa,2015,1044031.0,1.9854,23476251.0,1.8526,2.1186,11530138.0,17067308.0,4493139.0
2,Africa,2019,603498.0,2.0281,26529334.0,1.9049,2.1516,22807473.0,30073778.0,6662807.0
4,Afghanistan,2005,14.0,0.3403,87300.0,0.3063,0.3722,159551.0,159597.0,32.0
4,Afghanistan,2010,30.0,0.3503,102246.0,0.3125,0.3864,1193523.0,1199987.0,6434.0
4,Afghanistan,2015,101.0,1.4231,489749.0,1.444,1.4034,1195604.0,1421419.0,225714.0
4,Afghanistan,2019,264.0,0.3937,149762.0,0.404,0.3839,2753903.0,2826398.0,72231.0
5,South America,2005,,1.2178,4527868.0,1.2234,1.2121,,,
5,South America,2010,,1.321,5185614.0,1.3241,1.3179,,,
5,South America,2015,,1.4727,6072903.0,1.4734,1.472,,,
5,South America,2019,,1.9243,8220807.0,1.913,1.9361,,,
8,Albania,2005,35.0,2.0973,64739.0,2.0684,2.1259,1.0,92.0,56.0
8,Albania,2010,23.0,1.7905,52784.0,1.7692,1.8114,,99.0,76.0
8,Albania,2015,501.0,1.8001,52031.0,1.7979,1.8021,7443.0,8098.0,154.0
8,Albania,2019,233.0,1.7064,49160.0,1.7047,1.7081,3896.0,4274.0,145.0
9,Oceania,2005,,17.8788,6023412.0,18.0431,17.715,,,
9,Oceania,2010,,19.3303,7127680.0,19.5206,19.1411,,,
9,Oceania,2015,24347.0,20.2464,8069944.0,20.4206,20.0726,,71310.0,46963.0
9,Oceania,2019,63682.0,21.1924,8927925.0,21.4004,20.9847,144.0,142988.0,79162.0
11,Western Africa,2005,,2.2091,5918194.0,2.0546,2.3628,,,
11,Western Africa,2010,,2.0569,6315445.0,1.9165,2.1961,,,
11,Western Africa,2015,,2.009,7065889.0,1.8939,2.1228,,,
11,Western Africa,2019,,1.89,7398379.0,1.785,1.9938,,,
12,Algeria,2005,306.0,0.5955,197422.0,0.5442,0.6457,,94407.0,94101.0
12,Algeria,2010,304.0,0.6031,216964.0,0.5738,0.6317,,94448.0,94144.0
12,Algeria,2015,5892.0,0.6028,239473.0,0.5744,0.6306,,100036.0,94144.0
12,Algeria,2019,1230.0,0.5785,249075.0,0.5515,0.605,,99512.0,98282.0
13,Central America,2005,,0.9494,1385713.0,0.9318,0.9678,,,
13,Central America,2010,,1.1104,1749940.0,1.0896,1.1321,,,
13,Central America,2015,,1.1121,1878860.0,1.0967,1.1282,,,
13,Central America,2019,,1.0855,1927688.0,1.0697,1.1019,,,
14,Eastern Africa,2005,,1.6135,4762817.0,1.4934,1.7361,,,
14,Eastern Africa,2010,,1.4022,4757899.0,1.3684,1.4367,,,
14,Eastern Africa,2015,,1.7236,6716524.0,1.6941,1.7537,,,
14,Eastern Africa,2019,,1.8226,7908176.0,1.8035,1.8419,,,
15,Northern Africa,2005,,0.9373,1747369.0,0.7576,1.1152,,,
15,Northern Africa,2010,,0.96,1948262.0,0.7861,1.1326,,,
15,Northern Africa,2015,,0.9555,2138918.0,0.7766,1.1327,,,
15,Northern Africa,2019,,1.2225,2955849.0,1.0648,1.3787,,,
16,American Samoa,2005,,40.6853,24233.0,,,,,
16,American Samoa,2010,,42.0032,23555.0,,,,,
16,American Samoa,2015,,42.1289,23513.0,,,,,
16,American Samoa,2019,,42.5568,23539.0,,,,,
17,Middle Africa,2005,,1.7488,1958781.0,1.6985,1.7996,,,
17,Middle Africa,2010,,1.8464,2430300.0,1.8034,1.8898,,,
17,Middle Africa,2015,,2.2661,3494415.0,2.1447,2.3882,,,
17,Middle Africa,2019,,2.1716,3785279.0,2.0422,2.3015,,,
18,Southern Africa,2005,,2.8963,1582674.0,2.4227,3.3858,,,
18,Southern Africa,2010,,4.029,2352292.0,3.3752,4.7036,,,
18,Southern Africa,2015,,6.4468,4060505.0,5.6464,7.2714,,,
18,Southern Africa,2019,,6.7262,4481651.0,5.8814,7.5979,,,
20,Andorra,2005,,63.7757,50298.0,,,,,
20,Andorra,2010,,61.6384,52053.0,,,,,
20,Andorra,2015,,54.177,42264.0,,,,,
20,Andorra,2019,,58.4662,45102.0,,,,,
21,Northern America,2005,,13.8604,45363257.0,13.7704,13.9527,,,
21,Northern America,2010,,14.8479,50970861.0,14.9861,14.7064,,,
21,Northern America,2015,238989.0,15.5822,55633443.0,15.8764,15.2818,,655374.0,416385.0
21,Northern America,2019,809134.0,15.9977,58647822.0,16.3974,15.5899,3790.0,1233055.0,420131.0
24,Angola,2005,885.0,0.3156,61329.0,0.3174,0.3137,45.0,14914.0,13984.0
24,Angola,2010,4241.0,1.422,332126.0,1.4555,1.3877,,19396.0,15155.0
24,Angola,2015,30143.0,2.2671,632178.0,2.3241,2.2089,2887.0,45698.0,15555.0
24,Angola,2019,30180.0,2.1036,669479.0,2.0382,2.1704,,70080.0,39900.0
28,Antigua and Barbuda,2005,,30.3701,24741.0,31.9597,28.6099,,,
28,Antigua and Barbuda,2010,,30.0041,26412.0,31.8522,27.988,,,
28,Antigua and Barbuda,2015,10.0,30.0141,28083.0,32.052,27.8138,,10.0,
28,Antigua and Barbuda,2019,1.0,30.0737,29207.0,32.192,27.803,208.0,211.0,2.0
29,Caribbean,2005,,3.2994,1311361.0,3.1908,3.4101,,,
29,Caribbean,2010,,3.2192,1326879.0,3.1156,3.3251,,,
29,Caribbean,2015,,3.4956,1489916.0,3.2222,3.7753,,,
29,Caribbean,2019,,3.5186,1524793.0,3.2356,3.8087,,,
30,Eastern Asia,2005,,0.3982,6228684.0,0.4298,0.3679,,,
30,Eastern Asia,2010,,0.4401,7062527.0,0.4752,0.4064,,,
30,Eastern Asia,2015,,0.4642,7636397.0,0.4982,0.4315,,,
30,Eastern Asia,2019,,0.4846,8105764.0,0.5178,0.4527,,,
31,Azerbaijan,2005,115.0,3.5395,302220.0,3.8525,3.2171,581194.0,584313.0,3004.0
31,Azerbaijan,2010,17.0,3.0656,276901.0,3.2341,2.8941,594969.0,596877.0,1891.0
31,Azerbaijan,2015,262.0,2.746,264241.0,2.8472,2.6438,626477.0,628096.0,1357.0
31,Azerbaijan,2019,132.0,2.5268,253887.0,2.6282,2.4251,624007.0,625236.0,1097.0
32,Argentina,2005,825.0,4.3018,1673088.0,4.4924,4.1001,2.0,3901.0,3074.0
32,Argentina,2010,947.0,4.416,1805957.0,4.64,4.1796,,4223.0,3276.0
32,Argentina,2015,897.0,4.8434,2086302.0,5.0982,4.5753,,4420.0,3523.0
32,Argentina,2019,7075.0,4.9416,2212879.0,5.2064,4.6635,154933.0,165592.0,3584.0
34,Southern Asia,2005,,0.8638,13722314.0,0.8578,0.8694,,,
34,Southern Asia,2010,,0.8357,14311392.0,0.8241,0.8465,,,
34,Southern Asia,2015,,0.7687,14051010.0,0.7689,0.7686,,,
34,Southern Asia,2019,,0.7342,14083627.0,0.7356,0.7329,,,
35,South-eastern Asia,2005,,1.1973,6718503.0,1.1498,1.2451,,,
35,South-eastern Asia,2010,,1.455,8685564.0,1.389,1.5211,,,
35,South-eastern Asia,2015,,1.614,10237687.0,1.527,1.7011,,,
35,South-eastern Asia,2019,,1.5394,10190867.0,1.4403,1.6386,,,
36,Australia,2005,1822.0,24.1743,4878030.0,24.3245,24.0236,8.0,66794.0,64964.0
36,Australia,2010,3760.0,26.5541,5882980.0,26.7347,26.3736,15.0,25580.0,21805.0
36,Australia,2015,22837.0,28.1196,6729730.0,28.2032,28.0355,,58419.0,35582.0
36,Australia,2019,62680.0,29.9536,7549270.0,30.0732,29.833,144.0,129248.0,66424.0
39,Southern Europe,2005,,8.02,12004009.0,8.0498,7.9889,,,
39,Southern Europe,2010,,10.5912,16206134.0,10.6481,10.5315,,,
39,Southern Europe,2015,,10.3325,15815447.0,10.6992,9.9475,,,
39,Southern Europe,2019,,10.8258,16503552.0,11.2358,10.3962,,,
40,Austria,2005,40710.0,13.7669,1136270.0,13.9724,13.5496,830.0,62770.0,21230.0
40,Austria,2010,25625.0,15.1724,1275992.0,15.4727,14.8566,470.0,68725.0,42630.0
40,Austria,2015,30900.0,17.1959,1492374.0,17.5147,16.8635,570.0,92217.0,60747.0
40,Austria,2019,31204.0,19.8753,1779857.0,19.9379,19.8109,1095.0,163665.0,131366.0
44,Bahamas,2005,,14.0353,45595.0,13.1372,14.9874,,,
44,Bahamas,2010,9.0,15.4211,54736.0,14.6822,16.2075,,37.0,28.0
44,Bahamas,2015,19.0,15.8485,59306.0,15.2197,16.5158,30.0,56.0,7.0
44,Bahamas,2016,17.0,,,,,97.0,125.0,11.0
44,Bahamas,2019,18.0,16.1656,62962.0,15.5391,16.8282,,35.0,17.0
48,Bahrain,2005,15.0,45.438,404018.0,32.5066,54.0334,,15.0,
48,Bahrain,2010,69.0,53.0161,657856.0,38.9773,61.4824,,234.0,165.0
48,Bahrain,2015,78.0,51.3275,704137.0,37.1686,60.1078,,355.0,277.0
48,Bahrain,2019,56.0,45.1605,741161.0,35.0349,50.7897,,316.0,260.0
50,Bangladesh,2005,58.0,0.8391,1166700.0,0.8044,0.8722,250094.0,271250.0,21098.0
50,Bangladesh,2010,,0.9118,1345546.0,0.8751,0.9472,,229253.0,229253.0
50,Bangladesh,2015,11.0,0.9106,1422805.0,0.8707,0.9493,,232986.0,232975.0
50,Bangladesh,2017,104.0,,,,,2.0,307530.0,307424.0
50,Bangladesh,2019,44.0,1.3405,2185613.0,1.3172,1.3632,,911780.0,911736.0
51,Armenia,2005,70.0,15.7355,469119.0,17.5839,13.6533,,219620.0,219550.0
51,Armenia,2010,23.0,7.3383,211147.0,8.196,6.3631,82525.0,85844.0,3296.0
51,Armenia,2015,114.0,6.5355,191199.0,7.3385,5.6303,238.0,16042.0,15690.0
51,Armenia,2019,130.0,6.4292,190159.0,7.16,5.6065,913.0,19013.0,17970.0
52,Barbados,2005,,11.0827,30624.0,11.8664,10.234,,,
52,Barbados,2010,,11.6347,32825.0,12.32,10.8918,,,
52,Barbados,2015,,12.0828,34475.0,12.8482,11.2601,,1.0,1.0
52,Barbados,2019,8.0,12.1268,34807.0,12.9338,11.2655,,9.0,1.0
53,Australia and New Zealand,2005,,23.5173,5717982.0,23.6625,23.3707,,,
53,Australia and New Zealand,2010,,25.7511,6830423.0,25.9357,25.5655,,,
53,Australia and New Zealand,2015,,27.2164,7769466.0,27.3352,27.0962,,,
53,Australia and New Zealand,2019,,28.7399,8618009.0,28.8837,28.5943,,,
54,Melanesia,2005,,1.2635,104017.0,1.1473,1.3758,,,
54,Melanesia,2010,,1.2047,110685.0,1.0893,1.3161,,,
54,Melanesia,2015,,1.1791,119344.0,1.0871,1.2677,,,
54,Melanesia,2019,,1.1317,123564.0,1.0467,1.2134,,,
56,Belgium,2005,18913.0,11.8398,1248733.0,11.6853,12.0003,398.0,34593.0,15282.0
56,Belgium,2010,18288.0,13.7475,1503806.0,13.9565,13.531,696.0,36876.0,17892.0
56,Belgium,2015,9396.0,15.7999,1783488.0,15.9166,15.6793,5267.0,45778.0,31115.0
56,Belgium,2019,10893.0,17.1753,1981919.0,17.2058,17.1443,10933.0,83503.0,61677.0
57,Micronesia,2005,,25.7663,128390.0,26.1993,25.341,,,
57,Micronesia,2010,,22.8405,115020.0,22.9737,22.7106,,,
57,Micronesia,2015,,21.7084,113523.0,21.7065,21.7118,,,
57,Micronesia,2019,,21.7076,117978.0,21.7281,21.6879,,,
60,Bermuda,2005,,27.5835,18276.0,,,,,
60,Bermuda,2010,,28.8795,18884.0,,,,,
60,Bermuda,2015,,30.0289,19126.0,,,,,
60,Bermuda,2019,,30.9346,19336.0,,,,,
61,Polynesia,2005,,11.306,73023.0,10.6113,11.9702,,,
61,Polynesia,2010,,10.8934,71552.0,10.2359,11.5268,,,
61,Polynesia,2015,,10.1358,67611.0,9.5078,10.7458,,,
61,Polynesia,2019,,10.0584,68374.0,9.4115,10.687,,,
64,Bhutan,2005,,6.2088,40279.0,2.4425,9.6254,,,
64,Bhutan,2010,,7.0634,48420.0,2.8078,10.9094,,,
64,Bhutan,2015,,7.0213,51106.0,2.2421,11.3005,,,
64,Bhutan,2019,,6.9787,53254.0,2.2437,11.1645,,,
68,Bolivia (Plurin. State of),2005,3.0,1.167,107745.0,1.1282,1.2054,2.0,540.0,535.0
68,Bolivia (Plurin. State of),2010,41.0,1.2225,122846.0,1.1711,1.2733,3.0,739.0,695.0
68,Bolivia (Plurin. State of),2015,8.0,1.3155,142989.0,1.2587,1.3716,,775.0,767.0
68,Bolivia (Plurin. State of),2019,46.0,1.356,156114.0,1.2958,1.4156,,856.0,810.0
70,Bosnia and Herzegovina,2005,215.0,1.2555,47272.0,1.2944,1.2151,188735.0,199518.0,10568.0
70,Bosnia and Herzegovina,2010,153.0,1.0469,38792.0,1.0757,1.017,171790.0,178959.0,7016.0
70,Bosnia and Herzegovina,2015,11.0,1.1248,38574.0,1.1541,1.0944,137035.0,143851.0,6805.0
70,Bosnia and Herzegovina,2019,601.0,1.0826,35735.0,1.1114,1.0525,145817.0,151652.0,5234.0
72,Botswana,2005,47.0,4.7032,84614.0,3.8392,5.6159,592.0,3748.0,3109.0
72,Botswana,2010,249.0,4.7614,94614.0,4.0121,5.5441,111.0,3346.0,2986.0
72,Botswana,2015,248.0,4.8695,103268.0,4.0472,5.7548,,2412.0,2164.0
72,Botswana,2019,204.0,4.8008,110596.0,4.0058,5.6496,7.0,2289.0,2078.0
76,Brazil,2005,195.0,0.3431,638582.0,0.314,0.3728,4093.0,7746.0,3458.0
76,Brazil,2010,872.0,0.3028,592568.0,0.2749,0.3314,8.0,5237.0,4357.0
76,Brazil,2015,17902.0,0.3504,716568.0,0.3176,0.3843,40338.0,66002.0,7762.0
76,Brazil,2019,191452.0,0.3824,807006.0,0.346,0.42,68499.0,271580.0,11629.0
84,Belize,2005,14.0,14.5962,41424.0,14.4393,14.7517,,638.0,624.0
84,Belize,2010,30.0,14.3768,46360.0,14.2121,14.5412,2.0,166.0,134.0
84,Belize,2015,146.0,15.148,54674.0,15.0295,15.2674,,146.0,
84,Belize,2019,3614.0,15.3702,59998.0,15.2078,15.5342,2858.0,6500.0,28.0
90,Solomon Islands,2005,,0.6961,3271.0,0.6269,0.7623,,,
90,Solomon Islands,2010,,0.5229,2760.0,0.4675,0.5765,,,
90,Solomon Islands,2015,,0.4286,2585.0,0.3827,0.473,,3.0,3.0
90,Solomon Islands,2016,,,,,,,3.0,3.0
90,Solomon Islands,2019,4.0,0.378,2532.0,0.3374,0.4172,,4.0,
92,British Virgin Islands,2005,,64.9846,15016.0,,,,,
92,British Virgin Islands,2010,,61.4305,17074.0,,,,2.0,2.0
92,British Virgin Islands,2015,,65.6284,19132.0,,,,,
92,British Virgin Islands,2017,1.0,,,,,,1.0,
92,British Virgin Islands,2019,,69.1908,20778.0,,,,1.0,1.0
96,Brunei Darussalam,2005,,26.9617,98441.0,24.1635,29.644,,,
96,Brunei Darussalam,2010,,25.8814,100587.0,23.3425,28.2599,20992.0,20992.0,
96,Brunei Darussalam,2015,,24.7605,102733.0,22.3783,26.9571,20524.0,20524.0,
96,Brunei Darussalam,2019,,25.5354,110641.0,23.033,27.8511,20863.0,20863.0,
100,Bulgaria,2005,805.0,0.7945,61074.0,0.8737,0.7109,,5218.0,4413.0
100,Bulgaria,2010,1412.0,1.0274,76287.0,1.1142,0.936,,6942.0,5530.0
